-3208,584,16716,-2529,-9286,318
-1916,-72,17004,-8875,-23935,-1159
1404,21752,6864,-18047,-32768,1981
856,-112,13440,-3812,-25372,2279
3520,-1776,13556,-1937,-13578,1067
4376,-2240,13340,731,933,1144
3680,-2176,14872,5446,14433,1555
1340,-2496,13144,9693,24819,-707
256,0,17396,8281,21964,-869
-1068,156,17108,2176,10101,-1047
-1748,104,16624,-1820,407,-1325
-1432,-1268,17608,-5456,-12591,-505
-1588,-624,16516,-5341,-13059,-572
328,616,15508,-14326,-30818,-1158
3432,-1632,12812,-6960,-16002,-2452
5116,-3036,13804,-2328,-7520,1091
4880,-2424,13548,641,-2146,337
5168,-2560,13540,4843,13013,3093
3788,-2688,15132,8250,23123,3492
184,-780,15020,4490,29237,1277
-880,-1776,16956,463,24525,-551
-2808,-804,16152,-2884,11830,-1780
-2064,-1708,17760,-1946,-644,-342
-1852,-2104,18232,-1186,-18442,596
-1320,-3060,19856,-5234,-32768,-4138
1872,-2092,13596,-3102,-31270,-3357
4368,-2244,12996,342,-15699,-572
4972,-2140,13736,926,-5798,771
5176,-1724,12832,-1041,-1507,114
4156,-2264,14012,2354,15859,3232
2068,-2124,16140,8825,23381,3203
972,-544,14412,7402,25780,31
-1440,-140,16560,5247,19570,-440
-2012,-544,15960,3684,8514,-1240
-2248,356,14436,-315,2739,-720
-1160,-668,18204,-2801,-10511,986
-1760,-968,18588,-11399,-30596,-3024
-628,-3708,14280,-10104,-30257,-2185
2860,-1480,12792,-2958,-19585,-1036
4432,-1840,13180,-164,-10161,956
4996,-1700,13380,-302,-3438,603
4580,-2280,12288,1612,12025,826
2692,-2004,14376,6897,26998,4430
1276,-2592,15768,3237,22296,3319
-132,-1924,16556,1662,13151,934
-1152,-996,15748,83,3079,-562
-1060,-712,15104,1729,5327,784
-1044,-1568,17016,-1511,-5540,-472
-996,-1284,17924,-5268,-18618,-3340
772,-568,16540,-6685,-27930,-1785
3020,-2240,14344,-3414,-19593,-1722
3528,-1096,13448,-1840,-13957,-45
4692,-1804,13444,-1128,-7364,1117
5856,-3116,13996,-378,95,-119
4712,-2000,13800,1367,5808,1518
3648,-1888,15124,7661,21121,4654
1252,-392,15672,9626,22442,400
740,964,13296,7235,17868,538
-708,-256,16836,1578,5767,-1000
-1160,520,15388,3845,5007,113
-72,-668,17444,916,719,1306
-84,-1312,17984,423,-1156,991
912,-2140,19220,-14504,-32768,-4711
2088,0,11332,-10601,-29567,-2553
1912,1492,10364,-9770,-26436,-1372
4952,-2500,15128,-2819,-11073,-635
5176,-1400,13060,-762,-1532,669
5312,-1616,13404,1309,5689,638
4176,-764,13800,5872,19925,2979
1404,-1628,16964,10877,32767,421
628,12,14276,10267,19990,-740
-876,172,16160,3328,12359,-1330
-1636,88,15344,-286,8733,-1791
-1928,-64,16064,203,3841,-217
-1220,-224,17848,-1790,-4845,102
156,-2916,20536,-13567,-32768,-3344
-188,-3152,21136,-14618,-32768,-3903
2540,456,12684,-4187,-16726,659
5392,-2728,14360,-7,-7421,1105
5536,-1940,12908,-937,-6465,521
4148,-56,13556,1564,8590,544
3308,-1912,14280,7315,26860,3520
1260,-2736,15776,6591,31497,1329
96,-832,16360,10731,23020,-828
100,-388,16136,9996,21881,-893
-2164,-364,16620,2,8678,-696
-2908,272,16192,-1500,-487,-702
-1636,-972,18920,-6573,-15856,-1935
-1964,-1440,19932,-16529,-32768,-6518
-2536,-1740,20368,-17045,-32768,-7057
2656,16,10676,-4325,-17019,-965
5624,-3100,13560,-991,-4094,1528
4872,-2884,15000,-1276,-824,-234
4384,-2156,11984,3124,12540,1028
1500,-860,13996,9497,29248,4564
352,-1952,15176,13590,32767,3120
-2592,1108,15332,7236,21991,2174
-2672,-196,16260,172,6218,-1369
-3644,632,15592,-2391,822,-572
-2344,-912,16940,-4662,-8584,-1386
-1700,-1656,16264,-10076,-25329,-4311
-380,-6424,18428,-11457,-32768,-3056
1452,196,12916,-929,-21920,513
4100,-1376,13508,2070,-5793,1267
4240,-1928,14436,1180,-2127,328
3776,-1144,13724,1911,6974,925
3016,-1596,14096,8303,23272,3927
1492,-1844,15252,13645,23960,359
-452,832,17152,10466,24188,272
-1852,1740,14696,5172,15036,585
-2836,512,18372,4371,9743,1239
-3528,2092,15296,792,-1789,854
-1940,708,17672,-3041,-11098,152
-1076,-4,18356,-14186,-32768,-4026
-1820,552,12300,-11330,-32768,-4039
2260,16,12620,-6396,-18177,-658
4924,-1556,13624,-726,-3314,225
5124,-2032,15948,-2557,-8026,-2804
4372,-88,12736,2301,1182,-753
4360,-968,14336,4559,14088,2100
2368,-1112,15468,14676,27850,3222
1604,84,18220,16005,28680,1167
-836,2560,14896,10246,10843,1548
-1480,3060,14016,6825,9407,999
-2828,3624,15932,3409,4998,591
-3176,3368,15940,-1504,-1946,72
-716,1944,15560,305,-2578,661
-924,2480,19492,-11668,-23473,-3630
-3040,6036,8428,-28671,-32768,-4012
3948,584,10720,-6669,-19488,-457
4660,316,13172,-6620,-19046,-661
6008,-904,13188,-1488,-2003,-856
4468,1424,12708,4387,5342,-647
2524,3408,12160,7686,21208,3127
1164,468,16468,10267,30909,1887
-952,2332,12248,14000,32194,-599
-2652,3192,16544,3832,21138,-1301
-2888,1936,17732,637,3869,-801
-3208,2504,16452,-2191,-3237,-20
-1572,1104,19328,-15481,-30017,-1882
-3504,-844,10572,-28271,-32768,-7902
2832,876,9380,-9216,-23647,-42
5716,-224,11408,-2017,-7981,666